id,Observation1,Observation2,Observation3,Observation4,Observation5,Observation6,Observation7,Observation8
Feature08934,86,62,103,115,208,182,371,308
Feature08935,129,115,95,94,408,439,370,386
Feature08936,42,50,54,59,173,177,262,270
Feature08937,0,0,0,0,0,0,0,0
Feature08938,45,36,86,91,157,96,570,222
Feature08939,25,26,23,40,74,74,128,105
Feature08940,1,0,1,0,2,2,1,3
Feature08941,73,69,276,212,417,285,1096,915
Feature08942,172,160,235,257,548,463,903,847
Feature08943,0,0,0,0,0,0,0,0
Feature08944,538,388,361,346,1909,1892,1667,1759
Feature08945,5462,4994,2728,2829,20852,20841,14431,13812
Feature08946,755,531,552,612,2620,2669,3094,3548
Feature08947,0,0,0,0,2,0,1,0
Feature08948,59,67,50,79,149,181,364,278
Feature08949,202,198,220,251,706,787,1033,1122
Feature08950,618,557,276,317,1749,2020,1463,1463
Feature08951,33,43,62,69,160,170,375,363
Feature08952,1026,1009,1526,1668,3416,3284,6367,6011
Feature08953,173,128,248,265,435,461,1035,777
Feature08954,5,0,3,2,1,5,6,3
Feature08955,5,3,17,14,21,9,67,51
Feature08956,2,2,5,3,8,3,27,11
Feature08957,117,94,114,134,437,351,528,515
Feature08958,557,399,553,505,1792,1990,2649,3022
Feature08959,23,16,12,31,56,69,96,75
Feature08960,369,330,524,590,1187,1220,2319,2049
Feature08961,718,593,1235,1381,2041,1812,5506,5022
Feature08962,56,39,51,46,198,154,330,340
Feature08963,0,0,1,0,2,4,3,3
Feature08964,68,72,128,140,222,205,499,376
Feature08965,96,73,121,129,218,205,417,363
Feature08966,365,368,333,395,1052,1122,1559,1588
Feature08967,5,4,7,5,13,12,27,26
Feature08968,0,0,0,0,1,0,0,0
Feature08969,18,22,50,61,71,75,154,131
Feature08970,4,1,3,3,12,16,2,11
Feature08971,218,181,147,191,519,580,620,525
Feature08972,118,66,32,18,387,418,130,219
Feature08973,0,0,1,1,2,0,2,0
Feature08974,308,336,456,485,865,889,1545,1187
Feature08975,0,0,0,0,0,0,0,0
Feature08976,386,355,451,437,1160,1336,1931,1872
Feature08977,41,31,78,72,96,84,430,316
Feature08978,37,31,74,72,124,109,333,329
Feature08979,0,0,0,0,0,0,0,0
Feature08980,193,148,170,171,769,621,760,813
Feature08981,172,184,69,72,584,487,309,367
Feature08982,9,27,40,38,79,71,229,179
Feature08983,103,121,137,117,307,297,457,426
Feature08984,7,12,7,9,14,26,24,28
Feature08985,41,33,56,71,135,161,278,278
Feature08986,810,668,860,994,2958,2923,5849,5331
Feature08987,93,76,67,77,269,322,255,267
Feature08988,0,0,0,0,0,0,0,0
Feature08989,8,3,6,4,20,24,17,39
Feature08990,98,69,146,136,270,272,605,605
Feature08991,228,204,204,170,773,780,727,703
Feature08992,215,184,180,181,811,871,1035,1060
Feature08993,423,290,633,597,1809,1469,3139,3341
Feature08994,70,73,52,61,188,208,243,235
Feature08995,29,35,32,32,153,158,129,167
Feature08996,27,32,59,54,59,57,191,157
Feature08997,167,133,135,176,620,567,777,797
Feature08998,670,716,436,403,1769,2002,1751,1530
Feature08999,4,6,10,7,11,11,29,31
Feature09000,155,117,81,100,458,416,383,406
Feature09001,23,13,29,18,53,33,237,104
Feature09002,0,0,0,0,0,0,0,0
Feature09003,3,2,2,1,17,16,10,13
Feature09004,0,0,0,0,0,0,0,0
Feature09005,3,1,0,1,2,3,5,1
Feature09006,242,223,350,411,861,764,1637,1294
Feature09007,275,239,556,607,709,663,2008,1895
Feature09008,87,61,195,216,307,240,866,772
Feature09009,241,257,108,112,763,748,450,532
Feature09010,64,44,92,102,166,183,400,315
Feature09011,0,0,0,0,0,0,0,0
Feature09012,0,0,0,0,0,0,0,0
Feature09013,48,52,46,34,173,175,177,212
Feature09014,0,0,1,0,0,0,0,0
Feature09015,57,40,56,79,174,174,420,374
Feature09016,67,38,60,63,206,171,364,347
Feature09017,289,238,311,298,870,921,1279,1322
Feature09018,29,26,31,25,83,74,207,171
Feature09019,505,425,339,360,2044,1881,2066,2047
Feature09020,548,465,655,651,1827,1988,3230,3342
Feature09021,2319,1825,653,559,8326,8723,3638,4653
Feature09022,59,49,110,120,213,164,627,557
Feature09023,513,461,331,310,1810,1753,1796,1815
Feature09024,749,654,305,295,2326,2616,1340,1719
Feature09025,1,0,0,0,1,2,2,1
Feature09026,17,8,14,10,67,56,69,93
Feature09027,210,145,168,181,564,566,777,730
Feature09028,115,98,150,159,371,359,558,661
Feature09029,0,0,0,2,1,3,0,4
Feature09030,0,0,1,0,0,0,2,0
Feature09031,152,123,179,195,547,473,645,705
Feature09032,41,60,64,96,188,182,369,267
Feature09033,87,55,58,52,218,220,251,261
Feature09034,0,0,0,0,1,0,0,0
Feature09035,44,26,47,44,135,102,135,150
Feature09036,175,143,182,211,634,633,962,974
Feature09037,100,76,103,89,309,275,414,316
Feature09038,151,137,216,210,477,418,813,716
Feature09039,572,541,460,462,1451,1572,1756,1492
Feature09040,0,0,0,0,1,0,1,1
Feature09041,70,57,57,75,183,195,267,304
Feature09042,13,8,8,5,40,24,63,50
Feature09043,293,214,192,191,1233,1132,1231,1366
Feature09044,143,132,156,180,371,417,518,508
Feature09045,41,47,156,237,136,112,851,454
Feature09046,797,638,815,909,3351,3267,4994,4589
Feature09047,126,106,123,133,431,329,746,709
Feature09048,165,148,214,247,621,545,1122,1179
Feature09049,217,180,264,229,784,776,1372,1620
Feature09050,1468,1279,742,730,4808,4771,3511,3961
Feature09051,1829,1884,1703,1764,5615,5407,7209,6629
Feature09052,88,91,93,79,238,295,403,385
Feature09053,276,154,294,287,969,912,1461,1604
Feature09054,33,36,56,73,160,134,258,279
Feature09055,106,85,130,169,388,372,653,713
Feature09056,139,132,192,222,407,364,856,753
Feature09057,25,15,23,19,109,170,212,183
Feature09058,1618,1275,980,978,6840,6720,7139,7933
Feature09059,334,245,222,192,1142,1194,1239,1408
Feature09060,0,0,0,1,0,0,0,1
Feature09061,379,332,444,497,1264,1136,1728,1910
Feature09062,50,35,68,62,156,168,312,359
Feature09063,114,102,182,168,439,384,766,665
Feature09064,409,283,416,437,1407,1494,2280,2372
Feature09065,38,23,70,66,161,142,308,274
Feature09066,1188,1032,1156,1066,4884,4780,6854,6840
Feature09067,1449,1377,1151,1316,5079,5585,6275,6476
Feature09068,58,60,13,31,161,195,76,88
Feature09069,0,1,1,0,0,2,13,4
Feature09070,33,25,18,14,104,112,76,89
Feature09071,27,12,13,16,75,31,146,72
Feature09072,211,158,316,361,850,713,1672,1636
Feature09073,307,309,291,340,1018,967,1270,1268
Feature09074,994,1012,834,755,2362,2767,3341,2542
Feature09075,142,95,66,65,377,418,376,335
Feature09076,384,301,547,565,1519,1091,1769,1970
Feature09077,0,0,0,0,0,0,6,2
Feature09078,10,10,82,58,38,41,299,278
Feature09079,432,428,658,716,1380,1409,2909,2396
Feature09080,0,2,0,0,6,8,5,5
Feature09081,275,198,144,144,949,849,939,925
Feature09082,76,73,63,62,255,210,317,383
Feature09083,275,274,356,398,930,769,1529,1324
Feature09084,73,73,36,33,227,251,176,178
Feature09085,294,277,341,411,947,903,1565,1375
Feature09086,173,124,144,116,531,552,523,651
Feature09087,38,27,57,51,142,138,358,311
Feature09088,11,10,10,5,53,37,56,50
Feature09089,124,106,132,118,416,393,519,476
Feature09090,203,197,325,359,781,783,1428,1393
Feature09091,0,2,0,2,2,1,4,5
Feature09092,0,0,1,0,9,1,9,9
Feature09093,19,19,30,41,44,56,116,87
Feature09094,173,172,166,145,446,472,570,502
Feature09095,465,331,260,281,1547,1606,1348,1472
Feature09096,5,3,3,9,27,15,45,46
Feature09097,1,3,4,5,5,10,20,18
Feature09098,20,23,36,45,91,93,258,205
Feature09099,10,11,11,16,41,44,37,27
Feature09100,211,153,34,39,815,818,158,259
Feature09101,15,13,5,12,44,48,57,49
Feature09102,25,26,17,21,94,104,129,136
Feature09103,810,618,874,1003,3152,2674,4737,5231
Feature09104,53,55,29,28,189,156,176,160
Feature09105,6,6,4,8,10,12,16,27
Feature09106,796,599,540,565,2431,2805,2267,2692
Feature09107,0,0,0,0,0,0,0,0
Feature09108,8,12,6,3,29,33,29,16
Feature09109,0,0,0,0,0,1,0,0
Feature09110,1407,1399,892,790,4567,3940,3762,3953
Feature09111,44,29,42,46,161,182,197,224
Feature09112,29,19,9,12,92,104,72,74
Feature09113,0,0,0,0,0,0,0,0
Feature09114,7,2,4,4,21,20,19,30
Feature09115,0,0,1,1,2,1,1,1
Feature09116,5,6,11,10,19,10,34,30
Feature09117,1,1,3,4,16,6,23,15
Feature09118,81,51,88,117,264,241,257,277
Feature09119,643,616,684,768,1766,1741,2503,2101
Feature09120,1069,959,575,639,3247,3461,2882,3084
Feature09121,88,77,95,94,258,256,314,356
Feature09122,17,21,3,2,26,39,22,18
Feature09123,163,148,104,119,609,626,568,570
Feature09124,29,33,25,37,152,124,184,129
Feature09125,0,0,0,0,3,0,4,1
Feature09126,54,62,56,54,216,190,308,325
Feature09127,2,8,10,9,13,25,57,67
Feature09128,1,0,1,0,0,1,2,1
Feature09129,0,0,0,0,0,0,0,0
Feature09130,99,73,117,124,348,334,642,711
Feature09131,453,361,277,288,1524,1611,1441,1657
Feature09132,1383,1068,1131,1137,5043,4285,5163,5701
Feature09133,289,255,194,192,1032,1101,1074,1139
Feature09134,45,32,55,32,96,130,181,161
Feature09135,248,219,269,278,682,655,1141,1051
Feature09136,148,143,198,209,328,299,661,536
Feature09137,4103,3325,1812,1851,15101,16029,10353,12999
Feature09138,103,99,107,132,355,374,572,529
Feature09139,28,30,25,28,116,85,131,143
Feature09140,438,453,279,267,1546,1573,1152,1131
Feature09141,30,22,29,43,126,161,212,225
Feature09142,37,27,62,62,139,145,270,240
Feature09143,1257,1198,1338,1297,3911,4219,5653,5141
Feature09144,102,76,139,111,412,435,575,674
Feature09145,4,3,4,9,6,8,25,23
Feature09146,0,0,0,1,0,0,2,3
Feature09147,0,0,0,0,0,0,0,0
Feature09148,1,1,0,1,4,4,6,9
Feature09149,178,143,141,129,642,624,858,954
Feature09150,156,150,159,193,458,520,686,676
Feature09151,545,474,632,651,1686,1569,2775,2479
Feature09152,0,0,0,0,0,0,0,0
Feature09153,30,12,62,46,73,64,183,165
Feature09154,228,192,208,209,745,719,908,974
Feature09155,59,47,36,38,209,205,172,201
Feature09156,0,0,0,0,0,0,0,0
Feature09157,0,1,1,0,3,8,7,5
Feature09158,115,82,235,260,340,359,440,441
Feature09159,0,1,0,0,0,0,1,0
Feature09160,1791,1485,843,804,5689,5778,3997,4330
Feature09161,311,255,75,75,784,993,286,334
Feature09162,0,0,0,0,0,0,0,0
Feature09163,315,252,514,537,1291,1145,3428,2935
Feature09164,606,491,761,777,1781,1457,3293,3370
Feature09165,214,164,142,165,629,706,800,880
Feature09166,123,109,102,106,378,383,530,531
Feature09167,0,0,0,0,0,0,0,0
Feature09168,29,18,18,16,108,79,109,115
Feature09169,1718,1345,814,778,5781,6032,4628,5599
Feature09170,0,0,0,0,0,0,0,0
Feature09171,91,73,104,92,217,217,398,385
Feature09172,1,0,0,0,10,3,9,5
Feature09173,0,0,0,0,0,0,0,0
Feature09174,0,0,2,0,0,0,6,3
Feature09175,363,309,355,353,1208,1304,1630,1701
Feature09176,1,1,1,0,7,11,5,6
Feature09177,35,26,45,46,89,93,244,217
Feature09178,83,78,116,129,222,227,418,351
Feature09179,88,63,46,47,277,306,319,313
Feature09180,0,0,0,0,1,3,1,1
Feature09181,67,51,85,73,242,224,328,415
Feature09182,233,240,208,188,810,856,956,962
Feature09183,1,0,1,3,1,3,4,11
Feature09184,137,127,134,148,452,504,785,841
Feature09185,1,2,1,0,0,7,9,6
Feature09186,11,3,4,13,37,23,43,35
Feature09187,4,3,9,6,12,8,25,30
Feature09188,797,699,551,562,2352,2396,2562,2406
Feature09189,33,26,117,117,129,109,499,477
Feature09190,73,45,70,81,227,217,420,423
Feature09191,526,505,233,199,1759,1975,1051,1067
Feature09192,1449,1224,662,631,4464,4623,2947,3513
Feature09193,3,1,0,0,9,12,3,5
Feature09194,235,205,277,309,671,660,1225,1216
Feature09195,0,0,0,0,0,0,0,0
Feature09196,10,6,2,4,28,25,23,22
Feature09197,3,1,4,1,9,3,9,10
Feature09198,193,187,199,210,521,539,839,676
Feature09199,1819,1781,1124,1148,4872,5128,5025,4747
Feature09200,189,147,139,142,505,569,600,565
Feature09201,66,51,49,71,157,148,203,159
Feature09202,0,0,0,0,0,0,2,2
Feature09203,1,1,0,0,0,2,1,1
Feature09204,590,465,828,896,1836,1537,3137,3037
Feature09205,5,4,2,3,14,16,12,19
Feature09206,4,4,5,9,18,19,18,25
Feature09207,63,60,132,138,271,193,580,467
Feature09208,100,108,81,86,283,317,443,455
Feature09209,28,23,30,28,74,67,91,99
Feature09210,7,4,1,3,14,14,18,24
Feature09211,0,0,0,0,0,0,0,0
Feature09212,116,74,266,236,444,309,1388,1127
Feature09213,760,585,461,493,2596,2801,2813,3178
Feature09214,314,324,382,409,946,924,1610,1460
Feature09215,190,153,98,122,595,508,515,501
Feature09216,101,56,174,216,253,207,790,787
Feature09217,3,3,2,4,10,17,25,13
Feature09218,1512,1145,1848,2022,5066,4863,8340,9210
Feature09219,225,227,260,197,754,746,1001,861
Feature09220,34,26,30,24,106,100,119,125
Feature09221,0,0,0,0,0,0,0,0
Feature09222,191,161,133,173,876,819,1169,1183
Feature09223,55,56,48,41,154,86,195,155
Feature09224,0,0,4,4,0,1,17,20
Feature09225,2,2,0,0,4,4,23,14
Feature09226,0,0,0,0,0,0,0,0
Feature09227,0,0,0,0,0,0,0,0
Feature09228,0,0,0,0,0,0,0,0
Feature09229,438,405,394,443,1418,1236,2019,1825
Feature09230,0,0,0,0,0,0,0,0
Feature09231,890,738,724,727,3179,3244,3560,4216
Feature09232,21,28,16,25,140,150,126,107
Feature09233,8,4,6,7,31,40,31,49
Feature09234,285,237,321,319,1305,1211,2194,2235
Feature09235,1,2,1,1,5,8,12,14
Feature09236,73,59,77,69,241,290,299,287
Feature09237,0,0,0,1,9,2,6,4
Feature09238,342,299,273,269,1196,1281,1408,1515
Feature09239,79,78,106,141,238,234,437,352
Feature09240,172,150,203,179,500,499,811,707
Feature09241,0,0,0,0,0,0,2,0
Feature09242,0,0,0,0,0,0,0,0
Feature09243,1,0,1,2,2,3,5,4
Feature09244,7,2,1,4,6,10,7,13
Feature09245,75,54,57,54,209,180,278,250
Feature09246,2307,1813,722,698,8635,8856,4017,4542
Feature09247,23,15,27,21,95,106,178,175
Feature09248,234,218,207,179,888,717,1050,932
Feature09249,76,71,61,58,202,190,252,249
Feature09250,51,40,112,100,138,121,615,415
Feature09251,302,229,251,281,900,1058,1085,1150
Feature09252,347,298,193,157,893,944,809,943
Feature09253,3633,2940,1999,2242,13865,12983,11288,12257
Feature09254,0,0,1,1,0,1,1,1
Feature09255,97,86,93,87,275,289,371,405
Feature09256,267,236,206,219,680,717,1079,931
Feature09257,28,12,25,37,83,75,141,139
Feature09258,0,0,0,0,0,0,0,0
Feature09259,1,0,0,0,2,1,0,2
Feature09260,70,52,48,53,235,194,271,323
Feature09261,0,0,2,1,1,4,1,4
Feature09262,0,0,0,0,0,0,0,0
Feature09263,15,6,32,31,34,34,176,143
Feature09264,127,128,62,81,396,375,307,316
Feature09265,12,4,17,22,35,29,104,112
Feature09266,548,532,678,643,1793,1655,3361,3485
Feature09267,1557,1221,1102,1103,6153,5913,6178,6729
Feature09268,11,8,30,12,17,21,173,101
Feature09269,15,11,9,4,27,26,24,24
Feature09270,92,66,53,64,306,305,301,316
Feature09271,0,0,0,0,0,0,0,0
Feature09272,154,136,275,310,527,541,1283,1217
Feature09273,2,3,0,0,9,7,6,14
Feature09274,6,2,1,3,11,12,9,7
Feature09275,6,4,7,8,28,28,46,50
Feature09276,55,39,32,30,131,174,87,89
Feature09277,0,1,1,0,1,0,2,0
Feature09278,0,0,0,0,0,0,1,1
Feature09279,535,557,463,443,1309,1495,1729,1495
Feature09280,1258,1389,956,924,3537,4031,4104,3612
Feature09281,13,14,3,0,38,49,9,13
Feature09282,382,317,337,359,1444,1481,1878,1943
Feature09283,957,819,642,651,3127,3245,3156,3558
Feature09284,3,5,3,4,10,7,42,17
Feature09285,0,0,0,0,0,0,1,0
Feature09286,91,103,118,128,324,251,540,542
Feature09287,49,47,53,78,121,121,283,220
Feature09288,858,760,770,890,3038,2963,4114,4015
Feature09289,0,0,0,0,0,1,0,1
Feature09290,283,294,268,282,823,754,1253,1075
Feature09291,0,0,0,0,0,0,0,0
Feature09292,50,39,21,31,133,136,114,160
Feature09293,8,2,4,7,4,11,14,18
Feature09294,0,0,1,1,1,0,2,1
Feature09295,198,136,269,313,613,611,1544,1387
Feature09296,0,0,0,0,0,0,0,1
Feature09297,206,134,183,209,630,645,943,929
Feature09298,176,184,112,90,572,488,707,687
Feature09299,0,0,0,0,0,0,0,0
Feature09300,2422,2299,3467,3603,7804,7589,16348,13278
Feature09301,112,117,164,149,341,371,654,575
Feature09302,1039,980,901,958,3621,3648,4580,5085
Feature09303,170,136,155,132,556,569,628,774
Feature09304,1,1,11,14,5,4,32,30
Feature09305,1,0,0,0,2,1,3,3
Feature09306,937,706,598,594,2901,3268,2772,3297
Feature09307,1,0,1,3,5,5,19,17
Feature09308,267,223,277,271,671,675,890,823
Feature09309,281,286,600,679,1027,907,2011,1907
Feature09310,0,0,0,0,0,0,0,1
Feature09311,282,210,439,457,947,859,2284,2218
Feature09312,6,2,1,3,6,21,6,12
Feature09313,122,106,146,154,366,295,728,465
Feature09314,4,1,3,1,9,6,7,6
Feature09315,662,628,950,1125,2196,1647,3968,3408
Feature09316,19,16,18,13,56,68,60,55
Feature09317,54,41,8,4,139,164,20,29
Feature09318,6,9,2,4,38,37,9,10
Feature09319,107,84,66,70,334,397,325,407
Feature09320,15,19,43,33,39,42,152,167
Feature09321,113,85,112,87,384,321,497,487
Feature09322,2221,2187,542,505,6892,7908,1988,2516
Feature09323,0,1,0,0,0,0,0,0
Feature09324,1,0,1,0,1,1,3,3
Feature09325,103,99,133,140,338,345,557,588
Feature09326,3,1,0,2,9,8,4,6
Feature09327,1,1,2,6,5,0,23,24
Feature09328,42,36,36,29,147,160,141,178
Feature09329,1,2,0,3,3,7,1,10
Feature09330,253,174,207,218,918,870,1014,1060
Feature09331,5,6,6,7,9,20,36,17
Feature09332,21,22,16,15,53,59,115,71
Feature09333,7,9,5,5,29,26,51,31
Feature09334,91,58,137,134,354,201,534,496
Feature09335,171,169,149,150,614,629,647,824
Feature09336,210,126,553,616,714,479,2747,2617
Feature09337,643,454,702,737,2289,1978,3235,3597
Feature09338,76,47,45,48,263,258,285,308
Feature09339,0,0,0,0,0,1,1,1
Feature09340,1,0,1,1,4,2,8,8
Feature09341,13,6,47,74,75,53,262,255
Feature09342,47,32,38,51,121,154,241,187
Feature09343,0,1,1,0,12,7,2,4
Feature09344,3662,3749,1483,1467,10767,11833,6670,6956
Feature09345,3,2,1,6,17,18,12,18
Feature09346,224,178,224,267,825,852,1248,1265
Feature09347,2478,2028,1674,3091,6532,7691,6921,5362
Feature09348,254,265,180,207,772,829,860,887
Feature09349,418,343,320,280,1346,1379,1524,1609
Feature09350,0,0,0,0,0,0,0,0
Feature09351,0,0,2,1,2,5,6,4
Feature09352,27,24,23,33,82,103,160,151
Feature09353,1,5,8,10,16,11,42,43
Feature09354,0,0,0,0,0,0,0,0
Feature09355,123,122,160,184,414,419,701,655
Feature09356,0,0,0,0,0,0,0,0
Feature09357,137,102,111,103,389,408,532,549
Feature09358,9,7,10,12,52,38,45,61
Feature09359,0,1,0,0,1,1,0,0
Feature09360,13,8,14,19,69,49,83,75
Feature09361,27,29,45,43,99,88,157,135
Feature09362,448,395,335,313,1399,1589,1465,1741
Feature09363,795,682,664,680,2734,2300,2763,3236
Feature09364,112,110,156,147,423,454,861,731
Feature09365,0,0,0,0,0,0,0,0
Feature09366,948,851,732,714,3037,3139,3478,3750
Feature09367,0,0,0,0,0,0,0,0
Feature09368,2,0,4,0,6,3,30,35
Feature09369,695,540,958,952,1942,2065,2907,2703
Feature09370,480,417,343,359,1683,1755,1542,1689
Feature09371,6,7,5,8,14,17,21,24
Feature09372,2,2,4,4,19,19,45,45
Feature09373,7,9,12,12,13,16,32,29
Feature09374,91,89,73,89,175,226,251,211
Feature09375,167,142,208,216,538,541,830,843
Feature09376,687,624,777,830,2203,2193,3304,3188
Feature09377,332,375,449,499,1105,1124,1730,1592
Feature09378,109,100,107,114,353,406,541,542
Feature09379,0,0,2,0,3,0,2,2
Feature09380,507,353,371,358,1614,1745,1749,1868
Feature09381,2,0,0,1,2,0,3,4
Feature09382,191,138,151,182,635,608,932,1046
Feature09383,0,1,6,7,3,39,25,10
Feature09384,89,64,808,820,495,329,6481,6477
Feature09385,1,1,0,0,4,1,9,7
Feature09386,459,442,350,333,1406,1303,1223,1214
Feature09387,56,35,163,198,136,154,658,479
Feature09388,14,13,38,47,60,58,216,131
Feature09389,0,0,0,0,0,0,0,0
Feature09390,347,307,303,320,1354,1479,1804,1846
Feature09391,3,1,2,0,18,8,8,2
Feature09392,27,40,41,25,85,102,122,99
Feature09393,12,6,10,19,62,59,72,85
Feature09394,26,14,25,47,93,60,209,201
Feature09395,813,646,1187,1420,2852,2522,4977,4964
Feature09396,736,638,1103,1365,3932,2874,8225,7986
Feature09397,798,621,884,942,3250,2947,4045,4473
Feature09398,6,7,11,16,38,28,82,68
Feature09399,148,141,148,102,448,501,471,512
Feature09400,183,177,150,172,794,904,834,930
Feature09401,1172,1095,1278,1249,3717,3848,6153,5429
Feature09402,42,39,14,15,135,154,66,99
Feature09403,154,120,105,102,526,464,484,551
Feature09404,6,13,14,5,44,29,44,46
Feature09405,96,100,119,126,346,352,553,522
Feature09406,6,7,3,7,16,8,26,19
Feature09407,7,4,8,11,20,22,54,52
Feature09408,144,185,169,166,601,656,713,693
Feature09409,5,3,1,1,6,9,9,5
Feature09410,0,0,0,0,0,0,0,0
Feature09411,52,37,46,35,167,145,175,213
Feature09412,21,13,13,7,76,91,48,61
Feature09413,10,12,9,4,45,69,30,28
Feature09414,536,413,324,315,1899,1711,1444,1614
Feature09415,274,201,239,257,998,891,1136,1241
Feature09416,73,68,52,62,246,223,320,285
Feature09417,114,89,101,115,286,305,355,398
Feature09418,0,0,0,0,0,1,0,3
Feature09419,15,9,23,23,46,32,67,67
Feature09420,98,90,125,124,310,327,621,581
Feature09421,84,72,68,76,267,302,357,397
Feature09422,343,332,335,308,897,1178,1307,1206
Feature09423,128,111,135,144,376,412,562,506
Feature09424,111,87,161,147,418,387,710,728
Feature09425,257,194,209,221,789,810,1409,1755
Feature09426,814,743,1202,1349,3308,2993,6132,6375
Feature09427,43,43,66,55,213,142,260,235
Feature09428,16,16,42,36,64,53,142,127
Feature09429,601,523,512,497,1659,1667,1968,1812
Feature09430,457,373,533,556,1425,1057,2334,2230
Feature09431,52,38,65,55,166,142,292,261
Feature09432,37,41,22,38,96,126,103,95
Feature09433,169,136,151,155,510,638,613,636
Feature09434,87,79,161,143,276,263,759,849
Feature09435,590,555,395,374,1924,2026,1663,1702
Feature09436,84,77,98,90,232,225,422,377
Feature09437,581,427,689,710,1949,1949,2831,3358
Feature09438,128,101,137,155,513,518,624,720
Feature09439,0,0,0,0,0,0,0,0
Feature09440,79,76,129,161,287,230,513,447
Feature09441,20,13,8,21,61,43,113,84
Feature09442,9,9,3,3,16,23,8,14
Feature09443,4,3,15,21,9,6,114,117
Feature09444,56,34,66,73,176,144,250,277
Feature09445,44,42,62,79,154,149,262,213
Feature09446,0,0,0,0,0,0,0,0
Feature09447,231,202,104,112,874,938,652,755
Feature09448,0,0,0,0,0,0,0,0
Feature09449,69,87,83,78,182,210,292,197
Feature09450,0,1,0,0,0,0,0,1
Feature09451,1913,1478,1078,1175,6831,7139,6053,7572
Feature09452,2,0,5,6,5,3,28,29
Feature09453,28,33,30,24,120,199,145,162
Feature09454,1,0,1,0,0,0,1,2
Feature09455,0,0,0,0,0,0,0,0
Feature09456,2,2,14,15,9,6,71,81
Feature09457,374,290,271,311,1237,1195,1699,1911
Feature09458,158,116,140,157,363,392,592,591
Feature09459,167,119,159,187,624,515,726,728
Feature09460,3,3,8,1,9,18,14,14
Feature09461,500,419,702,880,1424,1454,2854,2782
Feature09462,52,44,61,81,159,165,288,210
Feature09463,3,1,2,6,9,7,34,31
Feature09464,0,0,0,0,0,0,1,0
Feature09465,106,74,156,124,346,355,1021,951
Feature09466,205,166,571,648,756,583,3201,2216
Feature09467,3,1,33,19,4,1,117,140
Feature09468,148,110,124,136,476,508,673,643
Feature09469,4,2,1,3,19,7,24,8
Feature09470,270,214,389,533,1036,745,1939,1595
Feature09471,613,492,412,472,2009,1929,1782,2082
Feature09472,0,0,0,0,0,0,0,0
Feature09473,100,113,82,114,533,479,779,664
Feature09474,568,490,430,372,1619,1771,1718,1640
Feature09475,0,0,0,0,0,0,1,0
Feature09476,213,165,148,143,837,849,794,922
Feature09477,376,373,767,892,1258,1106,2957,2542
Feature09478,0,0,2,1,4,2,15,13
Feature09479,152,133,120,120,583,601,625,666
Feature09480,723,691,508,540,2457,2583,2454,2676
Feature09481,143,120,56,59,645,663,617,671
Feature09482,208,164,133,135,913,906,1222,1256
Feature09483,0,0,0,0,0,0,0,0
Feature09484,1,5,14,19,5,8,77,61
Feature09485,42,26,44,32,149,108,370,229
Feature09486,2,2,0,0,2,4,1,1
Feature09487,176,153,147,105,929,735,929,773
Feature09488,98,70,122,87,259,292,445,421
Feature09489,0,1,4,6,10,3,16,12
Feature09490,11,3,18,21,21,27,36,38
Feature09491,0,0,0,0,0,0,0,0
Feature09492,28,21,41,34,64,75,107,88
Feature09493,0,0,0,0,0,0,0,0
Feature09494,0,0,0,0,0,0,2,0
Feature09495,1,1,1,0,3,1,0,1
Feature09496,26,23,34,45,47,83,129,108
Feature09497,0,0,0,0,0,0,0,0
Feature09498,12,5,15,18,24,25,46,39
Feature09499,0,0,0,0,3,2,7,6
Feature09500,129,112,27,34,589,607,228,248
Feature09501,109,96,163,205,287,269,710,684
Feature09502,256,201,233,190,773,743,910,923
Feature09503,24,21,37,47,96,89,208,215
Feature09504,111,87,84,77,382,345,663,609
Feature09505,24,26,28,29,239,181,82,117
Feature09506,69,44,126,152,199,220,678,554
Feature09507,739,639,1438,1497,3097,2572,7599,7511
Feature09508,33,28,20,18,110,70,63,70
Feature09509,55,34,56,54,158,110,260,228
Feature09510,0,1,0,0,1,0,1,1
Feature09511,0,0,0,0,4,1,2,1
Feature09512,0,0,0,0,0,0,0,0
Feature09513,9,7,7,11,23,17,52,33
Feature09514,1,1,4,7,15,7,34,34
Feature09515,0,0,0,0,0,0,0,1
Feature09516,7,9,7,10,12,21,17,27
Feature09517,149,144,65,77,395,464,303,313
Feature09518,0,0,0,0,1,1,0,2
Feature09519,11,11,14,16,33,36,46,35
Feature09520,116,97,75,88,384,412,465,431
Feature09521,34,21,12,19,91,115,85,103
Feature09522,0,0,0,0,0,0,0,0
Feature09523,1663,1311,1627,1743,7056,6964,10617,11053
Feature09524,9,11,12,12,30,38,36,40
Feature09525,57,33,178,148,205,160,903,916
Feature09526,75,83,93,88,216,185,247,288
Feature09527,0,2,0,0,1,1,0,2
Feature09528,437,299,394,339,1653,1725,1943,1960
Feature09529,0,0,1,0,1,1,4,6
Feature09530,172,177,366,446,468,446,1380,1060
Feature09531,817,755,656,709,2768,2514,2901,2922
Feature09532,232,220,245,225,706,756,867,750
Feature09533,0,0,0,0,1,0,3,0
Feature09534,0,0,0,0,0,0,1,0
Feature09535,16172,12958,12214,12249,57283,60010,56988,66900
Feature09536,6,2,4,1,9,17,23,16
Feature09537,46,25,31,24,172,174,207,245
Feature09538,2,1,0,0,1,0,0,1
